name	task1	task2	task3
cls2_9778	0	1	0
cls2_9779	0	1	0
cls2_9780	0	1	0
cls2_9781	0	1	0
cls2_9782	0	1	0
cls2_9783	0	1	0
cls2_9784	0	1	0
cls2_9785	0	1	0
cls2_9786	0	1	0
cls2_9787	0	1	0
cls2_9788	0	1	0
cls2_9789	0	1	0
cls2_9790	0	1	0
cls2_9791	0	1	0
cls2_9792	0	1	0
cls2_9793	0	1	0
cls2_9794	0	1	0
cls2_9795	0	1	0
cls2_9796	0	1	0
cls2_9797	0	1	0
cls2_9798	0	1	0
cls2_9799	0	1	0
cls2_9800	0	1	0
cls2_9801	0	1	0
cls2_9802	0	1	0
cls2_9803	0	1	0
cls2_9804	0	1	0
cls2_9805	0	1	0
cls2_9806	0	1	0
cls2_9807	0	1	0
cls2_9808	0	1	0
cls2_9809	0	1	0
cls2_9810	0	1	0
cls2_9811	0	1	0
cls2_9812	0	1	0
cls2_9813	0	1	0
cls2_9814	0	1	0
cls2_9815	0	1	0
cls2_9816	0	1	0
cls2_9817	0	1	0
cls2_9818	0	1	0
cls2_9819	0	1	0
cls2_9820	0	1	0
cls2_9821	0	1	0
cls2_9822	0	1	0
cls2_9823	0	1	0
cls2_9824	0	1	0
cls2_9825	0	1	0
cls2_9826	0	1	0
cls2_9827	0	1	0
cls2_9828	0	1	0
cls2_9829	0	1	0
cls2_9830	0	1	0
cls2_9831	0	1	0
cls2_9832	0	1	0
cls2_9833	0	1	0
cls2_9834	0	1	0
cls2_9835	0	1	0
cls2_9836	0	1	0
cls2_9837	0	1	0
cls2_9838	0	1	0
cls2_9839	0	1	0
cls2_9840	0	1	0
cls2_9841	0	1	0
cls2_9842	0	1	0
cls2_9843	0	1	0
cls2_9844	0	1	0
cls2_9845	0	1	0
cls2_9846	0	1	0
cls2_9847	0	1	0
cls2_9848	0	1	0
cls2_9849	0	1	0
cls2_9850	0	1	0
cls2_9851	0	1	0
cls2_9852	0	1	0
cls2_9853	0	1	0
cls2_9854	0	1	0
cls2_9855	0	1	0
cls2_9856	0	1	0
cls2_9857	0	1	0
cls2_9858	0	1	0
cls2_9859	0	1	0
cls2_9860	0	1	0
cls2_9861	0	1	0
cls2_9862	0	1	0
cls2_9863	0	1	0
cls2_9864	0	1	0
cls2_9865	0	1	0
cls2_9866	0	1	0
cls2_9867	0	1	0
cls2_9868	0	1	0
cls2_9869	0	1	0
cls2_9870	0	1	0
cls2_9871	0	1	0
cls2_9872	0	1	0
cls2_9873	0	1	0
cls2_9874	0	1	0
cls2_9875	0	1	0
cls2_9876	0	1	0
cls2_9877	0	1	0
cls2_9878	0	1	0
cls2_9879	0	1	0
cls2_9880	0	1	0
cls2_9881	0	1	0
cls2_9882	0	1	0
cls2_9883	0	1	0
cls2_9884	0	1	0
cls2_9885	0	1	0
cls2_9886	0	1	0
cls2_9887	0	1	0
cls2_9888	0	1	0
cls2_9889	0	1	0
cls2_9890	0	1	0
cls2_9891	0	1	0
cls2_9892	0	1	0
cls2_9893	0	1	0
cls2_9894	0	1	0
cls2_9895	0	1	0
cls2_9896	0	1	0
cls2_9897	0	1	0
cls2_9898	0	1	0
cls2_9899	0	1	0
cls2_9900	0	1	0
cls2_9901	0	1	0
cls2_9902	0	1	0
cls2_9903	0	1	0
cls2_9904	0	1	0
cls2_9905	0	1	0
cls2_9906	0	1	0
cls2_9907	0	1	0
cls2_9908	0	1	0
cls2_9909	0	1	0
cls2_9910	0	1	0
cls2_9911	0	1	0
cls2_9912	0	1	0
cls2_9913	0	1	0
cls2_9914	0	1	0
cls2_9915	0	1	0
cls2_9916	0	1	0
cls2_9917	0	1	0
cls2_9918	0	1	0
cls2_9919	0	1	0
cls2_9920	0	1	0
cls2_9921	0	1	0
cls2_9922	0	1	0
cls2_9923	0	1	0
cls2_9924	0	1	0
cls2_9925	0	1	0
cls2_9926	0	1	0
cls2_9927	0	1	0
cls2_9928	0	1	0
cls2_9929	0	1	0
cls2_9930	0	1	0
cls2_9931	0	1	0
cls2_9932	0	1	0
cls2_9933	0	1	0
cls2_9934	0	1	0
cls2_9935	0	1	0
cls2_9936	0	1	0
cls2_9937	0	1	0
cls2_9938	0	1	0
cls2_9939	0	1	0
cls2_9940	0	1	0
cls2_9941	0	1	0
cls2_9942	0	1	0
cls2_9943	0	1	0
cls2_9944	0	1	0
cls2_9945	0	1	0
cls2_9946	0	1	0
cls2_9947	0	1	0
cls2_9948	0	1	0
cls2_9949	0	1	0
cls2_9950	0	1	0
cls2_9951	0	1	0
cls2_9952	0	1	0
cls2_9953	0	1	0
cls2_9954	0	1	0
cls2_9955	0	1	0
cls2_9956	0	1	0
cls2_9957	0	1	0
cls2_9958	0	1	0
cls2_9959	0	1	0
cls2_9960	0	1	0
cls2_9961	0	1	0
cls2_9962	0	1	0
cls2_9963	0	1	0
cls2_9964	0	1	0
cls2_9965	0	1	0
cls2_9966	0	1	0
cls2_9967	0	1	0
cls2_9968	0	1	0
cls2_9969	0	1	0
cls2_9970	0	1	0
cls2_9971	0	1	0
cls2_9972	0	1	0
cls2_9973	0	1	0
cls2_9974	0	1	0
cls2_9975	0	1	0
cls2_9976	0	1	0
cls2_9977	0	1	0
cls2_9978	0	1	0
cls2_9979	0	1	0
cls2_9980	0	1	0
cls2_9981	0	1	0
cls2_9982	0	1	0
cls2_9983	0	1	0
cls2_9984	0	1	0
cls2_9985	0	1	0
cls2_9986	0	1	0
cls2_9987	0	1	0
cls2_9988	0	1	0
cls2_9989	0	1	0
cls2_9990	0	1	0
cls2_9991	0	1	0
cls2_9992	0	1	0
cls2_9993	0	1	0
cls2_9994	0	1	0
cls2_9995	0	1	0
cls2_9996	0	1	0
cls2_9997	0	1	0
cls2_9998	0	1	0
cls2_9999	0	1	0
cls2_10000	0	1	0
cls2_10001	0	1	0
cls2_10002	0	1	0
cls2_10003	0	1	0
cls2_10004	0	1	0
cls2_10005	0	1	0
cls2_10006	0	1	0
cls2_10007	0	1	0
cls2_10008	0	1	0
cls2_10009	0	1	0
cls2_10010	0	1	0
cls2_10011	0	1	0
cls2_10012	0	1	0
cls2_10013	0	1	0
cls2_10014	0	1	0
cls2_10015	0	1	0
cls2_10016	0	1	0
cls2_10017	0	1	0
cls2_10018	0	1	0
cls2_10019	0	1	0
cls2_10020	0	1	0
cls2_10021	0	1	0
cls2_10022	0	1	0
cls2_10023	0	1	0
cls2_10024	0	1	0
cls2_10025	0	1	0
cls2_10026	0	1	0
cls2_10027	0	1	0
cls2_10028	0	1	0
cls2_10029	0	1	0
cls2_10030	0	1	0
cls2_10031	0	1	0
cls2_10032	0	1	0
cls2_10033	0	1	0
cls2_10034	0	1	0
cls2_10035	0	1	0
cls2_10036	0	1	0
cls2_10037	0	1	0
cls2_10038	0	1	0
cls2_10039	0	1	0
cls2_10040	0	1	0
cls2_10041	0	1	0
cls2_10042	0	1	0
cls2_10043	0	1	0
cls2_10044	0	1	0
cls2_10045	0	1	0
cls2_10046	0	1	0
cls2_10047	0	1	0
cls2_10048	0	1	0
cls2_10049	0	1	0
cls2_10050	0	1	0
cls2_10051	0	1	0
cls2_10052	0	1	0
cls2_10053	0	1	0
cls2_10054	0	1	0
cls2_10055	0	1	0
cls2_10056	0	1	0
cls2_10057	0	1	0
cls2_10058	0	1	0
cls2_10059	0	1	0
cls2_10060	0	1	0
cls2_10061	0	1	0
cls2_10062	0	1	0
cls2_10063	0	1	0
cls2_10064	0	1	0
cls2_10065	0	1	0
cls2_10066	0	1	0
cls2_10067	0	1	0
cls2_10068	0	1	0
cls2_10069	0	1	0
cls2_10070	0	1	0
cls2_10071	0	1	0
cls2_10072	0	1	0
cls2_10073	0	1	0
cls2_10074	0	1	0
cls2_10075	0	1	0
cls2_10076	0	1	0
cls2_10077	0	1	0
cls2_10078	0	1	0
cls2_10079	0	1	0
cls2_10080	0	1	0
cls2_10081	0	1	0
cls2_10082	0	1	0
cls2_10083	0	1	0
cls2_10084	0	1	0
cls2_10085	0	1	0
cls2_10086	0	1	0
cls2_10087	0	1	0
cls2_10088	0	1	0
cls2_10089	0	1	0
cls2_10090	0	1	0
cls2_10091	0	1	0
cls2_10092	0	1	0
cls2_10093	0	1	0
cls2_10094	0	1	0
cls2_10095	0	1	0
cls2_10096	0	1	0
cls2_10097	0	1	0
cls2_10098	0	1	0
cls2_10099	0	1	0
cls2_10100	0	1	0
cls2_10101	0	1	0
cls2_10102	0	1	0
cls2_10103	0	1	0
cls2_10104	0	1	0
cls2_10105	0	1	0
cls2_10106	0	1	0
cls2_10107	0	1	0
cls2_10108	0	1	0
cls2_10109	0	1	0
cls2_10110	0	1	0
cls2_10111	0	1	0
cls2_10112	0	1	0
cls2_10113	0	1	0
cls2_10114	0	1	0
cls2_10115	0	1	0
cls2_10116	0	1	0
cls2_10117	0	1	0
cls2_10118	0	1	0
cls2_10119	0	1	0
cls2_10120	0	1	0
cls2_10121	0	1	0
cls2_10122	0	1	0
cls2_10123	0	1	0
cls2_10124	0	1	0
cls2_10125	0	1	0
cls2_10126	0	1	0
cls2_10127	0	1	0
cls2_10128	0	1	0
cls2_10129	0	1	0
cls2_10130	0	1	0
cls2_10131	0	1	0
cls2_10132	0	1	0
cls2_10133	0	1	0
cls2_10134	0	1	0
cls2_10135	0	1	0
cls2_10136	0	1	0
cls2_10137	0	1	0
cls2_10138	0	1	0
cls2_10139	0	1	0
cls2_10140	0	1	0
cls2_10141	0	1	0
cls2_10142	0	1	0
cls2_10143	0	1	0
cls2_10144	0	1	0
cls2_10145	0	1	0
cls2_10146	0	1	0
cls2_10147	0	1	0
cls2_10148	0	1	0
cls2_10149	0	1	0
cls2_10150	0	1	0
cls2_10151	0	1	0
cls2_10152	0	1	0
cls2_10153	0	1	0
cls2_10154	0	1	0
cls2_10155	0	1	0
cls2_10156	0	1	0
cls2_10157	0	1	0
cls2_10158	0	1	0
cls2_10159	0	1	0
cls2_10160	0	1	0
cls2_10161	0	1	0
cls2_10162	0	1	0
cls2_10163	0	1	0
cls2_10164	0	1	0
cls2_10165	0	1	0
cls2_10166	0	1	0
cls2_10167	0	1	0
cls2_10168	0	1	0
cls2_10169	0	1	0
cls2_10170	0	1	0
cls2_10171	0	1	0
cls2_10172	0	1	0
cls2_10173	0	1	0
cls2_10174	0	1	0
cls2_10175	0	1	0
cls2_10176	0	1	0
cls2_10177	0	1	0
cls2_10178	0	1	0
cls2_10179	0	1	0
cls2_10180	0	1	0
cls2_10181	0	1	0
cls2_10182	0	1	0
cls2_10183	0	1	0
cls2_10184	0	1	0
cls2_10185	0	1	0
cls2_10186	0	1	0
cls2_10187	0	1	0
cls2_10188	0	1	0
cls2_10189	0	1	0
cls2_10190	0	1	0
cls2_10191	0	1	0
cls2_10192	0	1	0
cls2_10193	0	1	0
cls2_10194	0	1	0
cls2_10195	0	1	0
cls2_10196	0	1	0
cls2_10197	0	1	0
cls2_10198	0	1	0
cls2_10199	0	1	0
cls2_10200	0	1	0
cls2_10201	0	1	0
cls2_10202	0	1	0
cls2_10203	0	1	0
cls2_10204	0	1	0
cls2_10205	0	1	0
cls2_10206	0	1	0
cls2_10207	0	1	0
cls2_10208	0	1	0
cls2_10209	0	1	0
cls2_10210	0	1	0
cls2_10211	0	1	0
cls2_10212	0	1	0
cls2_10213	0	1	0
cls2_10214	0	1	0
cls2_10215	0	1	0
cls2_10216	0	1	0
cls2_10217	0	1	0
cls2_10218	0	1	0
cls2_10219	0	1	0
cls2_10220	0	1	0
cls2_10221	0	1	0
cls2_10222	0	1	0
cls2_10223	0	1	0
cls2_10224	0	1	0
cls2_10225	0	1	0
cls2_10226	0	1	0
cls2_10227	0	1	0
cls2_10228	0	1	0
cls2_10229	0	1	0
cls2_10230	0	1	0
cls2_10231	0	1	0
cls2_10232	0	1	0
cls2_10233	0	1	0
cls2_10234	0	1	0
cls2_10235	0	1	0
cls2_10236	0	1	0
cls2_10237	0	1	0
cls2_10238	0	1	0
cls2_10239	0	1	0
cls2_10240	0	1	0
cls2_10241	0	1	0
cls2_10242	0	1	0
cls2_10243	0	1	0
cls2_10244	0	1	0
cls2_10245	0	1	0
cls2_10246	0	1	0
cls2_10247	0	1	0
cls2_10248	0	1	0
cls2_10249	0	1	0
cls2_10250	0	1	0
cls2_10251	0	1	0
cls2_10252	0	1	0
cls2_10253	0	1	0
cls2_10254	0	1	0
cls2_10255	0	1	0
cls2_10256	0	1	0
cls2_10257	0	1	0
cls2_10258	0	1	0
cls2_10259	0	1	0
cls2_10260	0	1	0
cls2_10261	0	1	0
cls2_10262	0	1	0
cls2_10263	0	1	0
cls2_10264	0	1	0
cls2_10265	0	1	0
cls2_10266	0	1	0
cls2_10267	0	1	0
cls2_10268	0	1	0
cls2_10269	0	1	0
cls2_10270	0	1	0
cls2_10271	0	1	0
cls2_10272	0	1	0
cls2_10273	0	1	0
cls2_10274	0	1	0
cls2_10275	0	1	0
cls2_10276	0	1	0
cls2_10277	0	1	0
cls2_10278	0	1	0
cls2_10279	0	1	0
cls2_10280	0	1	0
cls2_10281	0	1	0
cls2_10282	0	1	0
cls2_10283	0	1	0
cls2_10284	0	1	0
cls2_10285	0	1	0
cls2_10286	0	1	0
cls2_10287	0	1	0
cls2_10288	0	1	0
cls2_10289	0	1	0
cls2_10290	0	1	0
cls2_10291	0	1	0
cls2_10292	0	1	0
cls2_10293	0	1	0
cls2_10294	0	1	0
cls2_10295	0	1	0
cls2_10296	0	1	0
cls2_10297	0	1	0
cls2_10298	0	1	0
cls2_10299	0	1	0
cls2_10300	0	1	0
cls2_10301	0	1	0
cls2_10302	0	1	0
cls2_10303	0	1	0
cls2_10304	0	1	0
cls2_10305	0	1	0
cls2_10306	0	1	0
cls2_10307	0	1	0
cls2_10308	0	1	0
cls2_10309	0	1	0
cls2_10310	0	1	0
cls2_10311	0	1	0
cls2_10312	0	1	0
cls2_10313	0	1	0
cls2_10314	0	1	0
cls2_10315	0	1	0
cls2_10316	0	1	0
cls2_10317	0	1	0
cls2_10318	0	1	0
cls2_10319	0	1	0
cls2_10320	0	1	0
cls2_10321	0	1	0
cls2_10322	0	1	0
cls2_10323	0	1	0
cls2_10324	0	1	0
cls2_10325	0	1	0
cls2_10326	0	1	0
cls2_10327	0	1	0
cls2_10328	0	1	0
cls2_10329	0	1	0
cls2_10330	0	1	0
cls2_10331	0	1	0
cls2_10332	0	1	0
cls2_10333	0	1	0
cls2_10334	0	1	0
cls2_10335	0	1	0
cls2_10336	0	1	0
cls2_10337	0	1	0
cls2_10338	0	1	0
cls2_10339	0	1	0
cls2_10340	0	1	0
cls2_10341	0	1	0
cls2_10342	0	1	0
cls2_10343	0	1	0
cls2_10344	0	1	0
cls2_10345	0	1	0
cls2_10346	0	1	0
cls2_10347	0	1	0
cls2_10348	0	1	0
cls2_10349	0	1	0
cls2_10350	0	1	0
cls2_10351	0	1	0
cls2_10352	0	1	0
cls2_10353	0	1	0
cls2_10354	0	1	0
cls2_10355	0	1	0
cls2_10356	0	1	0
cls2_10357	0	1	0
cls2_10358	0	1	0
cls2_10359	0	1	0
cls2_10360	0	1	0
cls2_10361	0	1	0
cls2_10362	0	1	0
cls2_10363	0	1	0
cls2_10364	0	1	0
cls2_10365	0	1	0
cls2_10366	0	1	0
cls2_10367	0	1	0
cls2_10368	0	1	0
cls2_10369	0	1	0
cls2_10370	0	1	0
cls2_10371	0	1	0
cls2_10372	0	1	0
cls2_10373	0	1	0
cls2_10374	0	1	0
cls2_10375	0	1	0
cls2_10376	0	1	0
cls2_10377	0	1	0
cls2_10378	0	1	0
cls2_10379	0	1	0
cls2_10380	0	1	0
cls2_10381	0	1	0
cls2_10382	0	1	0
cls2_10383	0	1	0
cls2_10384	0	1	0
cls2_10385	0	1	0
cls2_10386	0	1	0
cls2_10387	0	1	0
cls2_10388	0	1	0
cls2_10389	0	1	0
cls2_10390	0	1	0
cls2_10391	0	1	0
cls2_10392	0	1	0
cls2_10393	0	1	0
cls2_10394	0	1	0
cls2_10395	0	1	0
cls2_10396	0	1	0
cls2_10397	0	1	0
cls2_10398	0	1	0
cls2_10399	0	1	0
cls2_10400	0	1	0
cls2_10401	0	1	0
cls2_10402	0	1	0
cls2_10403	0	1	0
cls2_10404	0	1	0
cls2_10405	0	1	0
cls2_10406	0	1	0
cls2_10407	0	1	0
cls2_10408	0	1	0
cls2_10409	0	1	0
cls2_10410	0	1	0
cls2_10411	0	1	0
cls2_10412	0	1	0
cls2_10413	0	1	0
cls2_10414	0	1	0
cls2_10415	0	1	0
cls2_10416	0	1	0
cls2_10417	0	1	0
cls2_10418	0	1	0
cls2_10419	0	1	0
cls2_10420	0	1	0
cls2_10421	0	1	0
cls2_10422	0	1	0
cls2_10423	0	1	0
cls2_10424	0	1	0
cls2_10425	0	1	0
cls2_10426	0	1	0
cls2_10427	0	1	0
cls2_10428	0	1	0
cls2_10429	0	1	0
cls2_10430	0	1	0
cls2_10431	0	1	0
cls2_10432	0	1	0
cls2_10433	0	1	0
cls2_10434	0	1	0
cls2_10435	0	1	0
cls2_10436	0	1	0
cls2_10437	0	1	0
cls2_10438	0	1	0
cls2_10439	0	1	0
cls2_10440	0	1	0
cls2_10441	0	1	0
cls2_10442	0	1	0
cls2_10443	0	1	0
cls2_10444	0	1	0
cls2_10445	0	1	0
cls2_10446	0	1	0
cls2_10447	0	1	0
cls2_10448	0	1	0
cls2_10449	0	1	0
cls2_10450	0	1	0
cls2_10451	0	1	0
cls2_10452	0	1	0
cls2_10453	0	1	0
cls2_10454	0	1	0
cls2_10455	0	1	0
cls2_10456	0	1	0
cls2_10457	0	1	0
cls2_10458	0	1	0
cls2_10459	0	1	0
cls2_10460	0	1	0
cls2_10461	0	1	0
cls2_10462	0	1	0
cls2_10463	0	1	0
cls2_10464	0	1	0
cls2_10465	0	1	0
cls2_10466	0	1	0
cls2_10467	0	1	0
cls2_10468	0	1	0
cls2_10469	0	1	0
cls2_10470	0	1	0
cls2_10471	0	1	0
cls2_10472	0	1	0
cls2_10473	0	1	0
cls2_10474	0	1	0
cls2_10475	0	1	0
cls2_10476	0	1	0
cls2_10477	0	1	0
cls2_10478	0	1	0
cls2_10479	0	1	0
cls2_10480	0	1	0
cls2_10481	0	1	0
cls2_10482	0	1	0
cls2_10483	0	1	0
cls2_10484	0	1	0
cls2_10485	0	1	0
cls2_10486	0	1	0
cls2_10487	0	1	0
cls2_10488	0	1	0
cls2_10489	0	1	0
cls2_10490	0	1	0
cls2_10491	0	1	0
cls2_10492	0	1	0
cls2_10493	0	1	0
cls2_10494	0	1	0
cls2_10495	0	1	0
cls2_10496	0	1	0
cls2_10497	0	1	0
cls2_10498	0	1	0
cls2_10499	0	1	0
cls2_10500	0	1	0
cls2_10501	0	1	0
cls2_10502	0	1	0
cls2_10503	0	1	0
cls2_10504	0	1	0
cls2_10505	0	1	0
cls2_10506	0	1	0
cls2_10507	0	1	0
cls2_10508	0	1	0
cls2_10509	0	1	0
cls2_10510	0	1	0
cls2_10511	0	1	0
cls2_10512	0	1	0
cls2_10513	0	1	0
cls2_10514	0	1	0
cls2_10515	0	1	0
cls2_10516	0	1	0
cls2_10517	0	1	0
cls2_10518	0	1	0
cls2_10519	0	1	0
cls2_10520	0	1	0
cls2_10521	0	1	0
cls2_10522	0	1	0
cls2_10523	0	1	0
cls2_10524	0	1	0
cls2_10525	0	1	0
cls2_10526	0	1	0
cls2_10527	0	1	0
cls2_10528	0	1	0
cls2_10529	0	1	0
cls2_10530	0	1	0
cls2_10531	0	1	0
cls2_10532	0	1	0
cls2_10533	0	1	0
cls2_10534	0	1	0
cls2_10535	0	1	0
cls2_10536	0	1	0
cls2_10537	0	1	0
cls2_10538	0	1	0
cls2_10539	0	1	0
cls2_10540	0	1	0
cls2_10541	0	1	0
cls2_10542	0	1	0
cls2_10543	0	1	0
cls2_10544	0	1	0
cls2_10545	0	1	0
cls2_10546	0	1	0
cls2_10547	0	1	0
cls2_10548	0	1	0
cls2_10549	0	1	0
cls2_10550	0	1	0
cls2_10551	0	1	0
cls2_10552	0	1	0
cls2_10553	0	1	0
cls2_10554	0	1	0
cls2_10555	0	1	0
cls2_10556	0	1	0
cls2_10557	0	1	0
cls2_10558	0	1	0
cls2_10559	0	1	0
cls2_10560	0	1	0
cls2_10561	0	1	0
cls2_10562	0	1	0
cls2_10563	0	1	0
cls2_10564	0	1	0
cls2_10565	0	1	0
cls2_10566	0	1	0
cls2_10567	0	1	0
cls2_10568	0	1	0
cls2_10569	0	1	0
cls2_10570	0	1	0
cls2_10571	0	1	0
cls2_10572	0	1	0
cls2_10573	0	1	0
cls2_10574	0	1	0
cls2_10575	0	1	0
cls2_10576	0	1	0
cls2_10577	0	1	0
cls2_10578	0	1	0
cls2_10579	0	1	0
cls2_10580	0	1	0
cls2_10581	0	1	0
cls2_10582	0	1	0
cls2_10583	0	1	0
cls2_10584	0	1	0
cls2_10585	0	1	0
cls2_10586	0	1	0
cls2_10587	0	1	0
cls2_10588	0	1	0
cls2_10589	0	1	0
cls2_10590	0	1	0
cls2_10591	0	1	0
cls2_10592	0	1	0
cls2_10593	0	1	0
cls2_10594	0	1	0
cls2_10595	0	1	0
cls2_10596	0	1	0
cls2_10597	0	1	0
cls2_10598	0	1	0
cls2_10599	0	1	0
cls2_10600	0	1	0
cls2_10601	0	1	0
cls2_10602	0	1	0
cls2_10603	0	1	0
cls2_10604	0	1	0
cls2_10605	0	1	0
cls2_10606	0	1	0
cls2_10607	0	1	0
cls2_10608	0	1	0
cls2_10609	0	1	0
cls2_10610	0	1	0
cls2_10611	0	1	0
cls2_10612	0	1	0
cls2_10613	0	1	0
cls2_10614	0	1	0
cls2_10615	0	1	0
cls2_10616	0	1	0
cls2_10617	0	1	0
cls2_10618	0	1	0
cls2_10619	0	1	0
cls2_10620	0	1	0
cls2_10621	0	1	0
cls2_10622	0	1	0
cls2_10623	0	1	0
cls2_10624	0	1	0
cls2_10625	0	1	0
cls2_10626	0	1	0
cls2_10627	0	1	0
cls2_10628	0	1	0
cls2_10629	0	1	0
cls2_10630	0	1	0
cls2_10631	0	1	0
cls2_10632	0	1	0
cls2_10633	0	1	0
cls2_10634	0	1	0
cls2_10635	0	1	0
cls2_10636	0	1	0
cls2_10637	0	1	0
cls2_10638	0	1	0
cls2_10639	0	1	0
cls2_10640	0	1	0
cls2_10641	0	1	0
cls2_10642	0	1	0
cls2_10643	0	1	0
cls2_10644	0	1	0
cls2_10645	0	1	0
cls2_10646	0	1	0
cls2_10647	0	1	0
cls2_10648	0	1	0
cls2_10649	0	1	0
cls2_10650	0	1	0
cls2_10651	0	1	0
cls2_10652	0	1	0
cls2_10653	0	1	0
cls2_10654	0	1	0
cls2_10655	0	1	0
cls2_10656	0	1	0
cls2_10657	0	1	0
cls2_10658	0	1	0
cls2_10659	0	1	0
cls2_10660	0	1	0
cls2_10661	0	1	0
cls2_10662	0	1	0
cls2_10663	0	1	0
cls2_10664	0	1	0
cls2_10665	0	1	0
cls2_10666	0	1	0
cls2_10667	0	1	0
cls2_10668	0	1	0
cls2_10669	0	1	0
cls2_10670	0	1	0
cls2_10671	0	1	0
cls2_10672	0	1	0
cls2_10673	0	1	0
cls2_10674	0	1	0
cls2_10675	0	1	0
cls2_10676	0	1	0
cls2_10677	0	1	0
cls2_10678	0	1	0
cls2_10679	0	1	0
cls2_10680	0	1	0
cls2_10681	0	1	0
cls2_10682	0	1	0
cls2_10683	0	1	0
cls2_10684	0	1	0
cls2_10685	0	1	0
cls2_10686	0	1	0
cls2_10687	0	1	0
cls2_10688	0	1	0
cls2_10689	0	1	0
cls2_10690	0	1	0
cls2_10691	0	1	0
cls2_10692	0	1	0
cls2_10693	0	1	0
cls2_10694	0	1	0
cls2_10695	0	1	0
cls2_10696	0	1	0
cls2_10697	0	1	0
cls2_10698	0	1	0
cls2_10699	0	1	0
cls2_10700	0	1	0
cls2_10701	0	1	0
cls2_10702	0	1	0
cls2_10703	0	1	0
cls2_10704	0	1	0
cls2_10705	0	1	0
cls2_10706	0	1	0
cls2_10707	0	1	0
cls2_10708	0	1	0
cls2_10709	0	1	0
cls2_10710	0	1	0
cls2_10711	0	1	0
cls2_10712	0	1	0
cls2_10713	0	1	0
cls2_10714	0	1	0
cls2_10715	0	1	0
cls2_10716	0	1	0
cls2_10717	0	1	0
cls2_10718	0	1	0
cls2_10719	0	1	0
cls2_10720	0	1	0
cls2_10721	0	1	0
cls2_10722	0	1	0
cls2_10723	0	1	0
cls2_10724	0	1	0
cls2_10725	0	1	0
cls2_10726	0	1	0
cls2_10727	0	1	0
cls2_10728	0	1	0
cls2_10729	0	1	0
cls2_10730	0	1	0
cls2_10731	0	1	0
cls2_10732	0	1	0
cls2_10733	0	1	0
cls2_10734	0	1	0
cls2_10735	0	1	0
cls2_10736	0	1	0
cls2_10737	0	1	0
cls2_10738	0	1	0
cls2_10739	0	1	0
cls2_10740	0	1	0
cls2_10741	0	1	0
cls2_10742	0	1	0
cls2_10743	0	1	0
cls2_10744	0	1	0
cls2_10745	0	1	0
cls2_10746	0	1	0
cls2_10747	0	1	0
cls2_10748	0	1	0
cls2_10749	0	1	0
cls2_10750	0	1	0
cls2_10751	0	1	0
cls2_10752	0	1	0
cls2_10753	0	1	0
cls2_10754	0	1	0
cls2_10755	0	1	0
cls2_10756	0	1	0
cls2_10757	0	1	0
cls2_10758	0	1	0
cls2_10759	0	1	0
cls2_10760	0	1	0
cls2_10761	0	1	0
cls2_10762	0	1	0
cls2_10763	0	1	0
cls2_10764	0	1	0
cls2_10765	0	1	0
cls2_10766	0	1	0
cls2_10767	0	1	0
cls2_10768	0	1	0
cls2_10769	0	1	0
cls2_10770	0	1	0
cls2_10771	0	1	0
cls2_10772	0	1	0
cls2_10773	0	1	0
cls2_10774	0	1	0
cls2_10775	0	1	0
cls2_10776	0	1	0
cls2_10777	0	1	0
cls2_10778	0	1	0
cls2_10779	0	1	0
cls2_10780	0	1	0
cls2_10781	0	1	0
cls2_10782	0	1	0
cls2_10783	0	1	0
cls2_10784	0	1	0
cls2_10785	0	1	0
cls2_10786	0	1	0
cls2_10787	0	1	0
cls2_10788	0	1	0
cls2_10789	0	1	0
cls2_10790	0	1	0
cls2_10791	0	1	0
cls2_10792	0	1	0
cls2_10793	0	1	0
cls2_10794	0	1	0
cls2_10795	0	1	0
cls2_10796	0	1	0
cls2_10797	0	1	0
cls2_10798	0	1	0
cls2_10799	0	1	0
cls2_10800	0	1	0
cls2_10801	0	1	0
cls2_10802	0	1	0
cls2_10803	0	1	0
cls2_10804	0	1	0
cls2_10805	0	1	0
cls2_10806	0	1	0
cls2_10807	0	1	0
cls2_10808	0	1	0
cls2_10809	0	1	0
cls2_10810	0	1	0
cls2_10811	0	1	0
cls2_10812	0	1	0
cls2_10813	0	1	0
cls2_10814	0	1	0
cls2_10815	0	1	0
cls2_10816	0	1	0
cls2_10817	0	1	0
cls2_10818	0	1	0
cls2_10819	0	1	0
cls2_10820	0	1	0
cls2_10821	0	1	0
cls2_10822	0	1	0
cls2_10823	0	1	0
cls2_10824	0	1	0
cls2_10825	0	1	0
cls2_10826	0	1	0
cls2_10827	0	1	0
cls2_10828	0	1	0
cls2_10829	0	1	0
cls2_10830	0	1	0
cls2_10831	0	1	0
cls2_10832	0	1	0
cls2_10833	0	1	0
cls2_10834	0	1	0
cls2_10835	0	1	0
cls2_10836	0	1	0
cls2_10837	0	1	0
cls2_10838	0	1	0
cls2_10839	0	1	0
cls2_10840	0	1	0
cls2_10841	0	1	0
cls2_10842	0	1	0
cls2_10843	0	1	0
cls2_10844	0	1	0
cls2_10845	0	1	0
cls2_10846	0	1	0
cls2_10847	0	1	0
cls2_10848	0	1	0
cls2_10849	0	1	0
cls2_10850	0	1	0
cls2_10851	0	1	0
cls2_10852	0	1	0
cls2_10853	0	1	0
